holiday,locale,transferred,sales,onpromotion
Event,National,False,429324.0552005,352.0
Event,National,False,720480.616788,2320.0
Not Holiday,Not Holiday,False,747430.1471275,4310.0
Holiday,Local,False,1167689.4415844,4766.0
Event,National,False,595424.31324,4056.0
Event,National,False,817307.1101677,610.0
Not Holiday,Not Holiday,False,918276.596259,583.0
Not Holiday,Not Holiday,False,638526.428909,492.0
Event,National,False,557291.4975265,2183.0
Event,National,False,574451.409963,4281.0
Not Holiday,Not Holiday,False,498047.54898,2465.0
Not Holiday,Not Holiday,False,535644.182793,4057.0
Event,National,False,756698.7523004999,568.0
Event,National,False,733653.779849,720.0
Not Holiday,Not Holiday,False,584867.15114,617.0
Not Holiday,Not Holiday,False,562860.0268329,2329.0
Not Holiday,Not Holiday,False,621336.4939885,4446.0
Not Holiday,Not Holiday,False,498221.7050971,2416.0
Not Holiday,Not Holiday,False,547619.0590519,4275.0
Not Holiday,Not Holiday,False,728988.226204,759.0
Not Holiday,Not Holiday,False,776474.1180457,636.0
Not Holiday,Not Holiday,False,600228.430008,592.0
Not Holiday,Not Holiday,False,530276.040011,2287.0
Holiday,Local,False,574168.635995,4459.0
Additional,Local,False,484618.8170115,2425.0
Holiday,Local,False,579767.285128,4395.0
Not Holiday,Not Holiday,False,688919.5500267,673.0
Not Holiday,Not Holiday,False,747307.86662,605.0
Not Holiday,Not Holiday,False,583936.68549,557.0
Not Holiday,Not Holiday,False,524743.3250017,2207.0
Not Holiday,Not Holiday,False,578056.965281,4640.0
Not Holiday,Not Holiday,False,532423.558194,2319.0
Not Holiday,Not Holiday,False,506826.7949305,4407.0
Not Holiday,Not Holiday,False,626533.637869,506.0
Not Holiday,Not Holiday,False,625898.205888,453.0
Not Holiday,Not Holiday,False,471173.304022,402.0
Holiday,Local,False,417197.476176,395.0
Not Holiday,Not Holiday,False,402914.370941,515.0
Not Holiday,Not Holiday,False,359701.53298899997,2310.0
Not Holiday,Not Holiday,False,397759.9389829,4308.0
Not Holiday,Not Holiday,False,496192.787084,574.0
Holiday,National,False,509681.7650025,612.0
Not Holiday,Not Holiday,False,409544.575013,530.0
Not Holiday,Not Holiday,False,353898.211991,488.0
Not Holiday,Not Holiday,False,372116.544964,623.0
Not Holiday,Not Holiday,False,340740.8170565,2331.0
Holiday,Local,False,402631.8400593,4456.0
Not Holiday,Not Holiday,False,533996.15517,578.0
Not Holiday,Not Holiday,False,564443.173007,559.0
Not Holiday,Not Holiday,False,433042.298907,514.0
Not Holiday,Not Holiday,False,379329.9530773,512.0
Not Holiday,Not Holiday,False,398126.790988,582.0
Not Holiday,Not Holiday,False,355108.8749955,2412.0
Not Holiday,Not Holiday,False,388359.8983235,4479.0
Not Holiday,Not Holiday,False,499678.208204,649.0
Holiday,Local,False,528990.5611087,680.0
Not Holiday,Not Holiday,False,412250.075007,591.0
Not Holiday,Not Holiday,False,355053.9079745,516.0
Not Holiday,Not Holiday,False,366321.498077,623.0
Not Holiday,Not Holiday,False,327912.427,2175.0
Not Holiday,Not Holiday,False,403288.917062,4268.0
Not Holiday,Not Holiday,False,586373.694132,437.0
Not Holiday,Not Holiday,False,660088.183052,455.0
Not Holiday,Not Holiday,False,812526.219024,633.0
Not Holiday,Not Holiday,False,717351.552768,2300.0
Not Holiday,Not Holiday,False,726683.8617375,4724.0
Not Holiday,Not Holiday,False,551340.0774347,2657.0
Not Holiday,Not Holiday,False,603043.241921,4802.0
Not Holiday,Not Holiday,False,870139.4459765,959.0
Not Holiday,Not Holiday,False,997964.077948,942.0
Not Holiday,Not Holiday,False,648651.744928,802.0
Not Holiday,Not Holiday,False,562420.568002,2511.0
Not Holiday,Not Holiday,False,612987.4722337,4874.0
Not Holiday,Not Holiday,False,483462.953022,2737.0
Not Holiday,Not Holiday,False,564382.847851,4727.0
Not Holiday,Not Holiday,False,795802.238124,1018.0
Not Holiday,Not Holiday,False,896501.5622945,1020.0
Not Holiday,Not Holiday,False,630710.5728885,870.0
Not Holiday,Not Holiday,False,608239.973016,2647.0
Not Holiday,Not Holiday,False,617472.3442115,4999.0
Not Holiday,Not Holiday,False,479500.843061,2683.0
Not Holiday,Not Holiday,False,550213.093909,4614.0
Not Holiday,Not Holiday,False,808490.763077,898.0
Not Holiday,Not Holiday,False,901420.451004,975.0
Not Holiday,Not Holiday,False,589120.293928,798.0
Not Holiday,Not Holiday,False,559954.304399,2593.0
Not Holiday,Not Holiday,False,598183.114508,4837.0
Not Holiday,Not Holiday,False,466867.377076,2489.0
Not Holiday,Not Holiday,False,515474.223943,4319.0
Not Holiday,Not Holiday,False,781202.367982,632.0
Holiday,Local,False,886531.789814,739.0
Not Holiday,Not Holiday,False,586682.822002,582.0
Not Holiday,Not Holiday,False,599093.9157257,2278.0
Not Holiday,Not Holiday,False,784500.253914,4804.0
Not Holiday,Not Holiday,False,634306.519052,2616.0
Not Holiday,Not Holiday,False,675639.295098,4482.0
Not Holiday,Not Holiday,False,931317.51302,735.0
Not Holiday,Not Holiday,False,985466.962071,658.0
Not Holiday,Not Holiday,False,641480.757266,606.0
Holiday,Local,False,586410.2709706,2353.0
Not Holiday,Not Holiday,False,620201.323059,4784.0
Holiday,National,True,510519.923104,2450.0
Transfer,National,False,702470.317955,4569.0
Not Holiday,Not Holiday,False,748309.153739,564.0
Not Holiday,Not Holiday,False,843971.132714,648.0
Not Holiday,Not Holiday,False,611726.926015,565.0
Not Holiday,Not Holiday,False,550589.573294,2357.0
Not Holiday,Not Holiday,False,624797.469491,4945.0
Not Holiday,Not Holiday,False,538252.607117,2557.0
Not Holiday,Not Holiday,False,558538.135999,4551.0
Not Holiday,Not Holiday,False,820840.970792,769.0
Not Holiday,Not Holiday,False,935410.595877,769.0
Not Holiday,Not Holiday,False,624629.990941,609.0
Not Holiday,Not Holiday,False,542207.165266,2086.0
Not Holiday,Not Holiday,False,584926.355993,4755.0
Not Holiday,Not Holiday,False,492233.2322,2526.0
Not Holiday,Not Holiday,False,528403.680064,4477.0
Not Holiday,Not Holiday,False,758926.230707,1003.0
Not Holiday,Not Holiday,False,892128.498949,1020.0
Not Holiday,Not Holiday,False,572806.6319285,583.0
Not Holiday,Not Holiday,False,512678.811505,2327.0
Not Holiday,Not Holiday,False,560819.6780005,4953.0
Not Holiday,Not Holiday,False,459715.26616,2357.0
Not Holiday,Not Holiday,False,561876.0719155,4421.0
Not Holiday,Not Holiday,False,873539.2478855,975.0
Holiday,National,False,709851.4922288,944.0
Holiday,National,False,973192.041735,690.0
Not Holiday,Not Holiday,False,702751.953595,2373.0
Not Holiday,Not Holiday,False,718799.9390395,4858.0
Holiday,Regional,False,566118.381055,2519.0
Holiday,Regional,False,585330.25773,4392.0
Not Holiday,Not Holiday,False,816064.644983,861.0
Not Holiday,Not Holiday,False,941478.422301,956.0
Holiday,Local,False,593376.793073,540.0
Holiday,Local,False,552505.750307,2362.0
Holiday,Local,False,588093.484021,4810.0
Not Holiday,Not Holiday,False,468057.386823,2503.0
Not Holiday,Not Holiday,False,553007.970965,4434.0
Not Holiday,Not Holiday,False,786124.201177,1184.0
Not Holiday,Not Holiday,False,956619.401927,1058.0
Not Holiday,Not Holiday,False,620876.340058,754.0
Not Holiday,Not Holiday,False,553367.204141,2663.0
Not Holiday,Not Holiday,False,580234.0113007,5147.0
Not Holiday,Not Holiday,False,511855.7610447,2824.0
Not Holiday,Not Holiday,False,567978.732759,4573.0
Not Holiday,Not Holiday,False,763720.148593,868.0
Not Holiday,Not Holiday,False,907432.656994,973.0
Not Holiday,Not Holiday,False,610847.95702,710.0
Not Holiday,Not Holiday,False,541225.608011,2544.0
Not Holiday,Not Holiday,False,579125.306002,5021.0
Not Holiday,Not Holiday,False,475823.897052,2774.0
Event,National,False,559619.825094,4654.0
Not Holiday,Not Holiday,False,850925.105136,994.0
Not Holiday,Not Holiday,False,1023691.281592,1076.0
Event,National,False,817413.561974,1423.0
Not Holiday,Not Holiday,False,735319.1840285,3045.0
Not Holiday,Not Holiday,False,715127.614539,5359.0
Not Holiday,Not Holiday,False,578961.517004,3216.0
Additional,Local,False,635445.153317,4849.0
Holiday,Local,False,829386.70612,1151.0
Not Holiday,Not Holiday,False,1013889.8074,1165.0
Holiday,Local,False,790283.289992,922.0
Not Holiday,Not Holiday,False,665123.962957,2992.0
Not Holiday,Not Holiday,False,732121.033873,5562.0
Not Holiday,Not Holiday,False,580542.178879,3159.0
Not Holiday,Not Holiday,False,642760.387245,4853.0
Not Holiday,Not Holiday,False,854830.905829,1261.0
Not Holiday,Not Holiday,False,999106.1325775,1410.0
Not Holiday,Not Holiday,False,790182.945791,1025.0
Not Holiday,Not Holiday,False,799067.056179,2973.0
Not Holiday,Not Holiday,False,779966.499188,5290.0
Not Holiday,Not Holiday,False,731938.479893,3179.0
Not Holiday,Not Holiday,False,757349.3758179,4940.0
Work Day,National,False,935555.52434,1534.0
Additional,National,False,1056605.2012285,1579.0
Additional,National,False,1008143.3460193,1582.0
Holiday,Local,False,1008143.3460193,1582.0
Additional,National,False,1064977.9730725,3365.0
Additional,National,False,965982.871715,5828.0
Additional,National,False,872098.456795,5714.0
Bridge,National,False,872098.456795,5714.0
Not Holiday,Not Holiday,False,740596.158932,1747.0
Not Holiday,Not Holiday,False,716329.635071,1859.0
Not Holiday,Not Holiday,False,773998.401175,1783.0
Not Holiday,Not Holiday,False,912970.533204,3494.0
Additional,National,False,844380.469674,5648.0
Holiday,National,False,12773.61698,12.0
Bridge,National,False,657763.391981,4949.0
Not Holiday,Not Holiday,False,648880.686926,1306.0
Not Holiday,Not Holiday,False,730923.776022,1295.0
Not Holiday,Not Holiday,False,569267.29796,1148.0
Not Holiday,Not Holiday,False,477886.741053,1042.0
Not Holiday,Not Holiday,False,494160.850117,1291.0
Not Holiday,Not Holiday,False,417482.689131,3063.0
Not Holiday,Not Holiday,False,439381.226073,4761.0
Work Day,National,False,569956.90801,954.0
Not Holiday,Not Holiday,False,694860.9511,1058.0
Not Holiday,Not Holiday,False,442845.544014,1043.0
Not Holiday,Not Holiday,False,393799.993059,1213.0
Not Holiday,Not Holiday,False,400923.97107,1586.0
Not Holiday,Not Holiday,False,371146.144942,2608.0
Not Holiday,Not Holiday,False,423599.9357975,4510.0
Not Holiday,Not Holiday,False,621865.434007,712.0
Not Holiday,Not Holiday,False,678277.030991,577.0
Not Holiday,Not Holiday,False,448217.896919,588.0
Not Holiday,Not Holiday,False,405308.77722,569.0
Not Holiday,Not Holiday,False,413202.592067,697.0
Not Holiday,Not Holiday,False,364862.5390355,2598.0
Not Holiday,Not Holiday,False,416937.181925,4475.0
Not Holiday,Not Holiday,False,588849.871003,632.0
Not Holiday,Not Holiday,False,631623.951015,616.0
Not Holiday,Not Holiday,False,410009.617966,540.0
Not Holiday,Not Holiday,False,360009.850046,560.0
Not Holiday,Not Holiday,False,376935.916035,639.0
Not Holiday,Not Holiday,False,343062.160973,2696.0
Not Holiday,Not Holiday,False,435899.6719165,4647.0
Not Holiday,Not Holiday,False,656205.841844,763.0
Not Holiday,Not Holiday,False,815294.475951,727.0
Not Holiday,Not Holiday,False,538301.886974,653.0
Not Holiday,Not Holiday,False,475249.842928,583.0
Not Holiday,Not Holiday,False,451923.147059,687.0
Not Holiday,Not Holiday,False,407491.967944,2640.0
Not Holiday,Not Holiday,False,437147.54517,4645.0
Not Holiday,Not Holiday,False,599911.594879,721.0
Not Holiday,Not Holiday,False,622994.231951,690.0
Not Holiday,Not Holiday,False,458002.152043,722.0
Not Holiday,Not Holiday,False,400825.9849177,694.0
Not Holiday,Not Holiday,False,400115.3330245,766.0
Not Holiday,Not Holiday,False,384963.142969,2613.0
Not Holiday,Not Holiday,False,493265.468013,4536.0
Not Holiday,Not Holiday,False,562855.068099,697.0
Not Holiday,Not Holiday,False,434886.671834,576.0
Holiday,National,False,420740.903983,574.0
Holiday,National,False,483088.13409300003,609.0
Not Holiday,Not Holiday,False,497499.057967,670.0
Not Holiday,Not Holiday,False,436360.905914,2616.0
Not Holiday,Not Holiday,False,483681.015026,4387.0
Not Holiday,Not Holiday,False,572753.075038,443.0
Not Holiday,Not Holiday,False,691339.067796,573.0
Not Holiday,Not Holiday,False,443349.890841,425.0
Not Holiday,Not Holiday,False,407890.277971,411.0
Not Holiday,Not Holiday,False,395774.954032,476.0
Not Holiday,Not Holiday,False,354938.226975,2631.0
Not Holiday,Not Holiday,False,436488.424914,4475.0
Not Holiday,Not Holiday,False,635263.400075,504.0
Not Holiday,Not Holiday,False,820434.978924,617.0
Holiday,Local,False,546037.787999,464.0
Not Holiday,Not Holiday,False,492365.24083,571.0
Not Holiday,Not Holiday,False,483330.548167,608.0
Not Holiday,Not Holiday,False,428599.809059,2679.0
Not Holiday,Not Holiday,False,463723.974873,4451.0
Not Holiday,Not Holiday,False,657377.210913,660.0
Not Holiday,Not Holiday,False,659563.411966,538.0
Not Holiday,Not Holiday,False,480371.950086,557.0
Not Holiday,Not Holiday,False,457881.7640763,567.0
Not Holiday,Not Holiday,False,425617.727075,572.0
Not Holiday,Not Holiday,False,382588.6690535,2664.0
Not Holiday,Not Holiday,False,434805.995204,4501.0
Not Holiday,Not Holiday,False,616609.760896,649.0
Not Holiday,Not Holiday,False,662700.871933,636.0
Not Holiday,Not Holiday,False,466598.425914,597.0
Not Holiday,Not Holiday,False,415359.51603,581.0
Not Holiday,Not Holiday,False,398629.999994,600.0
Not Holiday,Not Holiday,False,373324.3829895,2698.0
Not Holiday,Not Holiday,False,467687.945081,4477.0
Not Holiday,Not Holiday,False,624099.228222,597.0
Not Holiday,Not Holiday,False,646466.401887,666.0
Not Holiday,Not Holiday,False,462664.2370045,543.0
Not Holiday,Not Holiday,False,407369.722015,445.0
Not Holiday,Not Holiday,False,408258.189916,579.0
Not Holiday,Not Holiday,False,367006.957001,2769.0
Not Holiday,Not Holiday,False,436906.608975,4596.0
Not Holiday,Not Holiday,False,589854.7040575,587.0
Not Holiday,Not Holiday,False,641213.770163,669.0
Not Holiday,Not Holiday,False,437878.834978,632.0
Not Holiday,Not Holiday,False,443278.893073,590.0
Holiday,Regional,False,557223.161038,777.0
Not Holiday,Not Holiday,False,524588.902022,2854.0
Holiday,National,False,510296.785948,4598.0
Not Holiday,Not Holiday,False,653894.195903,712.0
Not Holiday,Not Holiday,False,659669.577136,707.0
Not Holiday,Not Holiday,False,519734.816963,578.0
Not Holiday,Not Holiday,False,464788.21798,631.0
Not Holiday,Not Holiday,False,461140.213006,753.0
Not Holiday,Not Holiday,False,398718.315935,2883.0
Not Holiday,Not Holiday,False,445869.298012,4725.0
Not Holiday,Not Holiday,False,610603.017074,736.0
Holiday,Local,False,659939.024086,715.0
Not Holiday,Not Holiday,False,453724.756048,643.0
Holiday,Local,False,403623.396979,666.0
Not Holiday,Not Holiday,False,438106.287965,739.0
Not Holiday,Not Holiday,False,418643.193957,3374.0
Not Holiday,Not Holiday,False,456303.236748,5102.0
Not Holiday,Not Holiday,False,629155.66071,1195.0
Not Holiday,Not Holiday,False,684544.950159,1249.0
Not Holiday,Not Holiday,False,481694.770966,1146.0
Holiday,Local,False,426018.313035,1090.0
Not Holiday,Not Holiday,False,421108.210059,1250.0
Not Holiday,Not Holiday,False,392147.042002,3300.0
Not Holiday,Not Holiday,False,437625.507963,5216.0
Not Holiday,Not Holiday,False,588781.512939,1185.0
Not Holiday,Not Holiday,False,625901.000988,1169.0
Not Holiday,Not Holiday,False,425049.148087,1046.0
Not Holiday,Not Holiday,False,374839.1850745,1057.0
Not Holiday,Not Holiday,False,398724.330055,1012.0
Not Holiday,Not Holiday,False,432612.141938,3267.0
Holiday,National,False,674509.400095,5555.0
Not Holiday,Not Holiday,False,711052.273896,1343.0
Not Holiday,Not Holiday,False,742887.785029,1381.0
Not Holiday,Not Holiday,False,556245.147953,1282.0
Not Holiday,Not Holiday,False,509493.227021,1240.0
Not Holiday,Not Holiday,False,504999.550962,1340.0
Not Holiday,Not Holiday,False,444082.309939,3372.0
Not Holiday,Not Holiday,False,481304.22297,5130.0
Additional,National,False,706705.4400759999,1156.0
Event,National,False,558062.273048,1024.0
Not Holiday,Not Holiday,False,524864.051063,1055.0
Holiday,Local,False,452162.874045,1014.0
Not Holiday,Not Holiday,False,446915.639008,1172.0
Not Holiday,Not Holiday,False,395609.666087,3153.0
Not Holiday,Not Holiday,False,483535.538107,5076.0
Not Holiday,Not Holiday,False,709798.552994,1196.0
Not Holiday,Not Holiday,False,798186.132143,1060.0
Not Holiday,Not Holiday,False,496595.01098,968.0
Not Holiday,Not Holiday,False,446375.4880335,999.0
Not Holiday,Not Holiday,False,466238.630977,1232.0
Not Holiday,Not Holiday,False,417006.136035,3115.0
Not Holiday,Not Holiday,False,458727.917031,4923.0
Not Holiday,Not Holiday,False,658882.9229615,970.0
Holiday,National,False,738068.426823,1012.0
Not Holiday,Not Holiday,False,534802.790004,941.0
Not Holiday,Not Holiday,False,463132.406006,887.0
Not Holiday,Not Holiday,False,481804.96096,1007.0
Not Holiday,Not Holiday,False,428506.881011,3183.0
Not Holiday,Not Holiday,False,560519.530038,5079.0
Not Holiday,Not Holiday,False,855728.291973,992.0
Not Holiday,Not Holiday,False,1023564.76704,1025.0
Not Holiday,Not Holiday,False,812081.2027655,1388.0
Not Holiday,Not Holiday,False,753430.6418917,3643.0
Not Holiday,Not Holiday,False,747929.452075,5581.0
Not Holiday,Not Holiday,False,608994.6461083,3401.0
Not Holiday,Not Holiday,False,657675.126037,5144.0
Not Holiday,Not Holiday,False,904437.271141,1066.0
Not Holiday,Not Holiday,False,1070695.9178497,1068.0
Not Holiday,Not Holiday,False,696952.81204,949.0
Not Holiday,Not Holiday,False,623725.1071692,3216.0
Not Holiday,Not Holiday,False,641435.3719983,5373.0
Not Holiday,Not Holiday,False,510019.1489275,1369.0
Not Holiday,Not Holiday,False,606616.000975,6500.0
Not Holiday,Not Holiday,False,840727.775905,1564.0
Not Holiday,Not Holiday,False,967745.7218685,2239.0
Not Holiday,Not Holiday,False,666557.1317587,1495.0
Not Holiday,Not Holiday,False,672637.824072,3629.0
Not Holiday,Not Holiday,False,677171.157112,8606.0
Not Holiday,Not Holiday,False,556155.0391433,1775.0
Not Holiday,Not Holiday,False,659233.5706609,6748.0
Not Holiday,Not Holiday,False,936951.654373,1586.0
Not Holiday,Not Holiday,False,790568.421132,2389.0
Not Holiday,Not Holiday,False,701208.22895,1617.0
Holiday,Local,False,640322.326029,3756.0
Not Holiday,Not Holiday,False,643411.714061,9265.0
Holiday,Local,False,1037401.9117946,2308.0
Holiday,Regional,False,518700.9558973,1154.0
Not Holiday,Not Holiday,False,593299.460788,6213.0
Not Holiday,Not Holiday,False,831492.4641955,1166.0
Not Holiday,Not Holiday,False,976563.5890657,1994.0
Not Holiday,Not Holiday,False,639072.192193,1006.0
Not Holiday,Not Holiday,False,669548.425059,2927.0
Not Holiday,Not Holiday,False,885953.200992,8448.0
Not Holiday,Not Holiday,False,705642.2820965,1306.0
Holiday,Local,False,1545546.78784,12968.0
Not Holiday,Not Holiday,False,1018541.84294,1252.0
Not Holiday,Not Holiday,False,982427.6819,2065.0
Not Holiday,Not Holiday,False,754949.70914,1033.0
Not Holiday,Not Holiday,False,654821.0515315,2971.0
Not Holiday,Not Holiday,False,732992.130029,8236.0
Not Holiday,Not Holiday,False,605032.4963965,1214.0
Not Holiday,Not Holiday,False,643986.381178,6406.0
Not Holiday,Not Holiday,False,794984.703157,1137.0
Not Holiday,Not Holiday,False,898731.936734,1942.0
Not Holiday,Not Holiday,False,647967.077874,1009.0
Not Holiday,Not Holiday,False,601452.258023,2851.0
Not Holiday,Not Holiday,False,664505.1001790001,8255.0
Not Holiday,Not Holiday,False,584042.727022,1225.0
Not Holiday,Not Holiday,False,653452.17114,6503.0
Not Holiday,Not Holiday,False,826353.336031,1126.0
Not Holiday,Not Holiday,False,894707.299378,1938.0
Not Holiday,Not Holiday,False,685961.243972,1357.0
Not Holiday,Not Holiday,False,607836.498977,3157.0
Not Holiday,Not Holiday,False,631385.408886,8415.0
Holiday,Local,False,541511.421067,1482.0
Holiday,Local,False,635244.2449785,6714.0
Holiday,Local,False,797427.520942,1529.0
Not Holiday,Not Holiday,False,875032.0362592,2383.0
Not Holiday,Not Holiday,False,652999.1942961001,1466.0
Not Holiday,Not Holiday,False,594977.6665523,3408.0
Not Holiday,Not Holiday,False,625449.98155,8747.0
Not Holiday,Not Holiday,False,543393.592625,1662.0
Not Holiday,Not Holiday,False,695083.4489723,7021.0
Not Holiday,Not Holiday,False,1044894.790061,1448.0
Not Holiday,Not Holiday,False,1043495.475018,2194.0
Not Holiday,Not Holiday,False,811119.83411,1405.0
Not Holiday,Not Holiday,False,726613.35811,3489.0
Holiday,Local,False,724346.594,8919.0
Not Holiday,Not Holiday,False,583375.211759,1529.0
Not Holiday,Not Holiday,False,663326.5180703,6744.0
Not Holiday,Not Holiday,False,784099.215997,1436.0
Not Holiday,Not Holiday,False,679410.125135,2287.0
Holiday,National,False,785477.934216,1389.0
Not Holiday,Not Holiday,False,668280.357956,3358.0
Not Holiday,Not Holiday,False,678064.7316857,7917.0
Not Holiday,Not Holiday,False,557859.477954,1482.0
Not Holiday,Not Holiday,False,734484.205049,6748.0
Holiday,Local,False,936339.026059,1434.0
Not Holiday,Not Holiday,False,913846.62503,2166.0
Not Holiday,Not Holiday,False,694747.161863,1393.0
Not Holiday,Not Holiday,False,629475.6430527,3316.0
Not Holiday,Not Holiday,False,653733.3600063,7781.0
Not Holiday,Not Holiday,False,569443.704073,1511.0
Not Holiday,Not Holiday,False,653281.208151,7086.0
Not Holiday,Not Holiday,False,803270.157597,1653.0
Not Holiday,Not Holiday,False,865755.397429,2412.0
Holiday,Local,False,681575.9899773,1491.0
Not Holiday,Not Holiday,False,624698.33755,3525.0
Not Holiday,Not Holiday,False,640075.9908365,8142.0
Not Holiday,Not Holiday,False,548043.327354,1462.0
Not Holiday,Not Holiday,False,635737.2322,6846.0
Not Holiday,Not Holiday,False,876953.096934,1484.0
Not Holiday,Not Holiday,False,975697.601858,2310.0
Not Holiday,Not Holiday,False,776152.5521897,1257.0
Not Holiday,Not Holiday,False,906549.992952,3595.0
Not Holiday,Not Holiday,False,879033.0925,8161.0
Not Holiday,Not Holiday,False,707093.042,2241.0
Not Holiday,Not Holiday,False,736395.302632,7802.0
Not Holiday,Not Holiday,False,1052868.394291,2570.0
Not Holiday,Not Holiday,False,1147642.583011,3486.0
Not Holiday,Not Holiday,False,767382.7769737,2391.0
Not Holiday,Not Holiday,False,677312.236066,4385.0
Not Holiday,Not Holiday,False,705633.4998935,8964.0
Not Holiday,Not Holiday,False,577743.795026,2597.0
Not Holiday,Not Holiday,False,651330.167952,7873.0
Not Holiday,Not Holiday,False,921524.436013,2572.0
Not Holiday,Not Holiday,False,1023345.318906,3511.0
Not Holiday,Not Holiday,False,688405.190061,2433.0
Not Holiday,Not Holiday,False,682134.3540295,4657.0
Not Holiday,Not Holiday,False,742089.667998,9156.0
Not Holiday,Not Holiday,False,593577.802125,2563.0
Not Holiday,Not Holiday,False,653805.874946,7943.0
Not Holiday,Not Holiday,False,935893.481059,2727.0
Not Holiday,Not Holiday,False,1037532.860693,3551.0
Not Holiday,Not Holiday,False,717725.376959,2517.0
Not Holiday,Not Holiday,False,641914.7389995,4480.0
Not Holiday,Not Holiday,False,690419.721922,9189.0
Not Holiday,Not Holiday,False,557321.610921,2352.0
Not Holiday,Not Holiday,False,646083.8750635,7739.0
Not Holiday,Not Holiday,False,890486.060145,2486.0
Not Holiday,Not Holiday,False,1018062.963565,3382.0
Holiday,Local,False,671261.0640092,2245.0
Not Holiday,Not Holiday,False,609130.6581453,4278.0
Not Holiday,Not Holiday,False,711182.539054,9027.0
Not Holiday,Not Holiday,False,796340.858947,2231.0
Not Holiday,Not Holiday,False,830719.387744,7801.0
Not Holiday,Not Holiday,False,1179376.177625,2220.0
Not Holiday,Not Holiday,False,1234130.938595,3011.0
Not Holiday,Not Holiday,False,809524.837996,1990.0
Not Holiday,Not Holiday,False,696169.275967,3989.0
Holiday,Local,False,720562.330573,8798.0
Not Holiday,Not Holiday,False,603066.030064,2042.0
Holiday,National,False,873934.7190479999,7815.0
Not Holiday,Not Holiday,False,867556.973019,1969.0
Not Holiday,Not Holiday,False,973329.203973,2852.0
Not Holiday,Not Holiday,False,721634.5721813,1864.0
Not Holiday,Not Holiday,False,585141.5538577,3899.0
Not Holiday,Not Holiday,False,688198.106351,8778.0
Not Holiday,Not Holiday,False,577952.197162,1289.0
Not Holiday,Not Holiday,False,693829.351874,6959.0
Not Holiday,Not Holiday,False,958052.958031,1355.0
Not Holiday,Not Holiday,False,1071477.102879,2212.0
Not Holiday,Not Holiday,False,699259.488037,1166.0
Not Holiday,Not Holiday,False,660308.361186,3039.0
Not Holiday,Not Holiday,False,672847.3460333,7950.0
Not Holiday,Not Holiday,False,547020.0469813,1019.0
Not Holiday,Not Holiday,False,639040.6062,6519.0
Not Holiday,Not Holiday,False,859950.710621,915.0
Not Holiday,Not Holiday,False,1018783.141953,1822.0
Not Holiday,Not Holiday,False,649914.352338,842.0
Not Holiday,Not Holiday,False,587066.101075,2944.0
Not Holiday,Not Holiday,False,599388.1222552,7811.0
Not Holiday,Not Holiday,False,511860.0689186,1392.0
Not Holiday,Not Holiday,False,635875.8911987,7060.0
Not Holiday,Not Holiday,False,915956.851878,1667.0
Not Holiday,Not Holiday,False,819250.388037,2621.0
Holiday,National,False,762549.794932,1715.0
Holiday,National,False,1033439.132986,3898.0
Not Holiday,Not Holiday,False,855494.43996,9041.0
Not Holiday,Not Holiday,False,649662.670907,1872.0
Holiday,Regional,False,671145.788057,7448.0
Holiday,Regional,False,929723.344157,1881.0
Not Holiday,Not Holiday,False,1077361.9559685,2868.0
Not Holiday,Not Holiday,False,683644.901987,1707.0
Holiday,Local,False,623529.1790699,3788.0
Holiday,Local,False,689746.212316,8741.0
Holiday,Local,False,506937.6640027,1777.0
Not Holiday,Not Holiday,False,626674.025055,7175.0
Not Holiday,Not Holiday,False,867597.332909,2300.0
Not Holiday,Not Holiday,False,1056159.462651,3508.0
Not Holiday,Not Holiday,False,716508.7092175,2524.0
Not Holiday,Not Holiday,False,618919.988059,4525.0
Not Holiday,Not Holiday,False,683954.18795,9935.0
Not Holiday,Not Holiday,False,560452.567301,2888.0
Not Holiday,Not Holiday,False,665619.668251,8109.0
Not Holiday,Not Holiday,False,863726.8816559,2473.0
Not Holiday,Not Holiday,False,1015844.2849005,3537.0
Not Holiday,Not Holiday,False,696685.460932,2307.0
Not Holiday,Not Holiday,False,612710.200935,4508.0
Not Holiday,Not Holiday,False,658917.83013,9548.0
Not Holiday,Not Holiday,False,530358.330027,2134.0
Event,National,False,645087.0350447,7812.0
Not Holiday,Not Holiday,False,850596.003884,2432.0
Not Holiday,Not Holiday,False,1070619.802932,3235.0
Event,National,False,762036.1239965,2190.0
Not Holiday,Not Holiday,False,857620.9426407,5121.0
Not Holiday,Not Holiday,False,867269.5758400001,10113.0
Not Holiday,Not Holiday,False,676883.031992,2513.0
Not Holiday,Not Holiday,False,749354.1319635,8073.0
Additional,Local,False,966202.367876,2404.0
Holiday,Local,False,1143119.31945,3188.0
Not Holiday,Not Holiday,False,822334.708983,2031.0
Holiday,Local,False,712569.16983,4241.0
Not Holiday,Not Holiday,False,747893.782087,9603.0
Not Holiday,Not Holiday,False,657427.1785246,2013.0
Not Holiday,Not Holiday,False,708392.807819,7574.0
Not Holiday,Not Holiday,False,915667.884291,2179.0
Not Holiday,Not Holiday,False,1059425.4213405,2924.0
Not Holiday,Not Holiday,False,811613.7221567,1672.0
Not Holiday,Not Holiday,False,779809.953397,5965.0
Not Holiday,Not Holiday,False,859930.249129,11274.0
Not Holiday,Not Holiday,False,809809.748717,2120.0
